latitude,longitude,elevation_m,elevation_ft
44.745265868,-93.376595400,280.077,918.888
44.745265868,-93.376536820,279.997,918.626
44.745265868,-93.376478240,279.856,918.163
44.745265868,-93.376419661,279.711,917.686
44.745306928,-93.378411365,282.659,927.360
44.745306928,-93.378352785,282.596,927.153
44.745306928,-93.378294206,282.510,926.870
44.745306928,-93.378235626,282.457,926.695
44.745306928,-93.378177047,282.444,926.654
44.745306928,-93.378118467,282.518,926.896
44.745306928,-93.378059888,282.531,926.939
44.745306928,-93.378001308,282.509,926.868
44.745306928,-93.377942728,282.418,926.568
44.745306928,-93.377884149,282.258,926.042
44.745306928,-93.377825569,282.042,925.336
44.745306928,-93.377766990,281.948,925.026
44.745306928,-93.377708410,281.644,924.028
44.745306928,-93.377649831,281.013,921.957
44.745306928,-93.377591251,280.843,921.402
44.745306928,-93.377532672,280.761,921.133
44.745306928,-93.377474092,280.618,920.661
44.745306928,-93.377415513,280.441,920.082
44.745306928,-93.377356933,280.256,919.475
44.745306928,-93.377298354,280.194,919.273
44.745306928,-93.377239774,280.168,919.187
44.745306928,-93.377181195,280.179,919.223
44.745306928,-93.377122615,280.174,919.207
44.745306928,-93.377064036,280.199,919.288
44.745306928,-93.377005456,280.288,919.579
44.745306928,-93.376946877,280.387,919.906
44.745306928,-93.376888297,280.467,920.167
44.745306928,-93.376829718,280.430,920.046
44.745306928,-93.376771138,280.391,919.917
44.745306928,-93.376712559,280.350,919.784
44.745306928,-93.376653979,280.302,919.626
44.745306928,-93.376595400,280.279,919.551
44.745306928,-93.376536820,280.290,919.588
44.745306928,-93.376478240,280.146,919.115
44.745306928,-93.376419661,279.991,918.607
44.745347988,-93.378411365,282.676,927.414
44.745347988,-93.378352785,282.611,927.203
44.745347988,-93.378294206,282.501,926.841
44.745347988,-93.378235626,282.441,926.644
44.745347988,-93.378177047,282.421,926.577
44.745347988,-93.378118467,282.478,926.764
44.745347988,-93.378059888,282.495,926.822
44.745347988,-93.378001308,282.482,926.779
44.745347988,-93.377942728,282.375,926.426
44.745347988,-93.377884149,282.214,925.900
44.745347988,-93.377825569,282.012,925.235
44.745347988,-93.377766990,281.916,924.923
44.745347988,-93.377708410,281.668,924.107
44.745347988,-93.377649831,281.178,922.501
44.745347988,-93.377591251,281.049,922.077
44.745347988,-93.377532672,280.969,921.814
44.745347988,-93.377474092,280.777,921.185
44.745347988,-93.377415513,280.567,920.497
44.745347988,-93.377356933,280.360,919.817
44.745347988,-93.377298354,280.313,919.661
44.745347988,-93.377239774,280.302,919.626
44.745347988,-93.377181195,280.329,919.716
44.745347988,-93.377122615,280.295,919.603
44.745347988,-93.377064036,280.287,919.577
44.745347988,-93.377005456,280.345,919.768
44.745347988,-93.376946877,280.423,920.024
44.745347988,-93.376888297,280.489,920.238
44.745347988,-93.376829718,280.456,920.133
44.745347988,-93.376771138,280.429,920.043
44.745347988,-93.376712559,280.405,919.963
44.745347988,-93.376653979,280.387,919.904
44.745347988,-93.376595400,280.380,919.882
44.745347988,-93.376536820,280.389,919.910
44.745347988,-93.376478240,280.222,919.363
44.745347988,-93.376419661,280.054,918.814
44.745389048,-93.378411365,282.677,927.417
44.745389048,-93.378352785,282.605,927.182
44.745389048,-93.378294206,282.465,926.721
44.745389048,-93.378235626,282.397,926.499
44.745389048,-93.378177047,282.359,926.374
44.745389048,-93.378118467,282.367,926.401
44.745389048,-93.378059888,282.381,926.448
44.745389048,-93.378001308,282.381,926.446
44.745389048,-93.377942728,282.272,926.088
44.745389048,-93.377884149,282.133,925.633
44.745389048,-93.377825569,281.970,925.100
44.745389048,-93.377766990,281.874,924.785
44.745389048,-93.377708410,281.683,924.157
44.745389048,-93.377649831,281.342,923.039
44.745389048,-93.377591251,281.252,922.744
44.745389048,-93.377532672,281.182,922.514
44.745389048,-93.377474092,280.989,921.881
44.745389048,-93.377415513,280.754,921.109
44.745389048,-93.377356933,280.512,920.316
44.745389048,-93.377298354,280.475,920.193
44.745389048,-93.377239774,280.479,920.208
44.745389048,-93.377181195,280.527,920.365
44.745389048,-93.377122615,280.461,920.149
44.745389048,-93.377064036,280.415,919.996
44.745389048,-93.377005456,280.431,920.048
44.745389048,-93.376946877,280.451,920.116
44.745389048,-93.376888297,280.469,920.173
44.745389048,-93.376829718,280.462,920.151
44.745389048,-93.376771138,280.453,920.122
44.745389048,-93.376712559,280.443,920.089
44.745389048,-93.376653979,280.438,920.073
44.745389048,-93.376595400,280.409,919.977
44.745389048,-93.376536820,280.347,919.774
44.745389048,-93.376478240,280.144,919.107
44.745389048,-93.376419661,279.961,918.508
44.745430108,-93.378411365,282.663,927.372
44.745430108,-93.378352785,282.589,927.129
44.745430108,-93.378294206,282.444,926.653
44.745430108,-93.378235626,282.372,926.416
44.745430108,-93.378177047,282.318,926.241
44.745430108,-93.378118467,282.286,926.135
44.745430108,-93.378059888,282.285,926.133
44.745430108,-93.378001308,282.281,926.120
44.745430108,-93.377942728,282.176,925.774
44.745430108,-93.377884149,282.058,925.386
44.745430108,-93.377825569,281.930,924.966
44.745430108,-93.377766990,281.837,924.663
44.745430108,-93.377708410,281.702,924.219
44.745430108,-93.377649831,281.499,923.553
44.745430108,-93.377591251,281.447,923.384
44.745430108,-93.377532672,281.395,923.212
44.745430108,-93.377474092,281.223,922.649
44.745430108,-93.377415513,280.990,921.882
44.745430108,-93.377356933,280.739,921.058
44.745430108,-93.377298354,280.693,920.910
44.745430108,-93.377239774,280.688,920.893
44.745430108,-93.377181195,280.725,921.014
44.745430108,-93.377122615,280.635,920.718
44.745430108,-93.377064036,280.557,920.463
44.745430108,-93.377005456,280.531,920.377
44.745430108,-93.376946877,280.499,920.271
44.745430108,-93.376888297,280.469,920.173
44.745430108,-93.376829718,280.460,920.144
44.745430108,-93.376771138,280.446,920.098
44.745430108,-93.376712559,280.428,920.038
44.745430108,-93.376653979,280.415,919.996
44.745430108,-93.376595400,280.360,919.816
44.745430108,-93.376536820,280.249,919.452
44.745430108,-93.376478240,280.039,918.762
44.745430108,-93.376419661,279.860,918.176
44.745471168,-93.378411365,282.619,927.229
44.745471168,-93.378352785,282.553,927.010
44.745471168,-93.378294206,282.456,926.692
44.745471168,-93.378235626,282.385,926.462
44.745471168,-93.378177047,282.322,926.254
44.745471168,-93.378118467,282.267,926.072
44.745471168,-93.378059888,282.227,925.943
44.745471168,-93.378001308,282.187,925.809
44.745471168,-93.377942728,282.096,925.511
44.745471168,-93.377884149,281.996,925.184
44.745471168,-93.377825569,281.889,924.834
44.745471168,-93.377766990,281.810,924.573
44.745471168,-93.377708410,281.727,924.302
44.745471168,-93.377649831,281.639,924.014
44.745471168,-93.377591251,281.626,923.971
44.745471168,-93.377532672,281.606,923.904
44.745471168,-93.377474092,281.503,923.567
44.745471168,-93.377415513,281.325,922.984
44.745471168,-93.377356933,281.117,922.300
44.745471168,-93.377298354,281.027,922.005
44.745471168,-93.377239774,280.963,921.793
44.745471168,-93.377181195,280.924,921.666
44.745471168,-93.377122615,280.822,921.333
44.745471168,-93.377064036,280.728,921.024
44.745471168,-93.377005456,280.661,920.805
44.745471168,-93.376946877,280.586,920.559
44.745471168,-93.376888297,280.510,920.309
44.745471168,-93.376829718,280.443,920.087
44.745471168,-93.376771138,280.373,919.858
44.745471168,-93.376712559,280.302,919.624
44.745471168,-93.376653979,280.237,919.414
44.745471168,-93.376595400,280.151,919.130
44.745471168,-93.376536820,280.034,918.746
44.745471168,-93.376478240,279.878,918.236
44.745471168,-93.376419661,279.743,917.792
44.745512228,-93.378411365,282.582,927.105
44.745512228,-93.378352785,282.522,926.909
44.745512228,-93.378294206,282.469,926.737
44.745512228,-93.378235626,282.402,926.516
44.745512228,-93.378177047,282.331,926.283
44.745512228,-93.378118467,282.255,926.034
44.745512228,-93.378059888,282.181,925.791
44.745512228,-93.378001308,282.107,925.550
44.745512228,-93.377942728,282.031,925.299
44.745512228,-93.377884149,281.950,925.033
44.745512228,-93.377825569,281.865,924.755
44.745512228,-93.377766990,281.800,924.541
44.745512228,-93.377708410,281.765,924.427
44.745512228,-93.377649831,281.777,924.466
44.745512228,-93.377591251,281.799,924.538
44.745512228,-93.377532672,281.808,924.566
44.745512228,-93.377474092,281.762,924.416
44.745512228,-93.377415513,281.632,923.991
44.745512228,-93.377356933,281.461,923.430
44.745512228,-93.377298354,281.333,923.009
44.745512228,-93.377239774,281.215,922.622
44.745512228,-93.377181195,281.107,922.268
44.745512228,-93.377122615,280.995,921.900
44.745512228,-93.377064036,280.887,921.544
44.745512228,-93.377005456,280.786,921.214
44.745512228,-93.376946877,280.673,920.843
44.745512228,-93.376888297,280.555,920.455
44.745512228,-93.376829718,280.433,920.057
44.745512228,-93.376771138,280.313,919.661
44.745512228,-93.376712559,280.193,919.268
44.745512228,-93.376653979,280.083,918.907
44.745512228,-93.376595400,279.968,918.530
44.745512228,-93.376536820,279.846,918.131
44.745512228,-93.376478240,279.739,917.778
44.745512228,-93.376419661,279.642,917.461
44.745553287,-93.378411365,282.620,927.230
44.745553287,-93.378352785,282.565,927.052
44.745553287,-93.378294206,282.510,926.871
44.745553287,-93.378235626,282.455,926.688
44.745553287,-93.378177047,282.399,926.507
44.745553287,-93.378118467,282.346,926.331
44.745553287,-93.378059888,282.289,926.144
44.745553287,-93.378001308,282.229,925.949
44.745553287,-93.377942728,282.165,925.738
44.745553287,-93.377884149,282.103,925.536
44.745553287,-93.377825569,282.044,925.341
44.745553287,-93.377766990,282.016,925.250
44.745553287,-93.377708410,281.965,925.082
44.745553287,-93.377649831,281.877,924.794
44.745553287,-93.377591251,281.893,924.846
44.745553287,-93.377532672,281.891,924.839
44.745553287,-93.377474092,281.751,924.379
44.745553287,-93.377415513,281.568,923.780
44.745553287,-93.377356933,281.371,923.133
44.745553287,-93.377298354,281.281,922.837
44.745553287,-93.377239774,281.190,922.539
44.745553287,-93.377181195,281.098,922.238
44.745553287,-93.377122615,280.980,921.850
44.745553287,-93.377064036,280.884,921.537
44.745553287,-93.377005456,280.840,921.392
44.745553287,-93.376946877,280.748,921.088
44.745553287,-93.376888297,280.638,920.729
44.745553287,-93.376829718,280.527,920.363
44.745553287,-93.376771138,280.417,920.004
44.745553287,-93.376712559,280.309,919.650
44.745553287,-93.376653979,280.216,919.344
44.745553287,-93.376595400,280.119,919.027
44.745553287,-93.376536820,280.019,918.696
44.745553287,-93.376478240,279.870,918.210
44.745553287,-93.376419661,279.748,917.807
44.745594347,-93.378411365,282.658,927.355
44.745594347,-93.378352785,282.609,927.194
44.745594347,-93.378294206,282.551,927.006
44.745594347,-93.378235626,282.507,926.860
44.745594347,-93.378177047,282.468,926.732
44.745594347,-93.378118467,282.436,926.628
44.745594347,-93.378059888,282.396,926.496
44.745594347,-93.378001308,282.351,926.349
44.745594347,-93.377942728,282.299,926.178
44.745594347,-93.377884149,282.257,926.039
44.745594347,-93.377825569,282.222,925.926
44.745594347,-93.377766990,282.232,925.958
44.745594347,-93.377708410,282.165,925.737
44.745594347,-93.377649831,281.977,925.122
44.745594347,-93.377591251,281.987,925.153
44.745594347,-93.377532672,281.974,925.112
44.745594347,-93.377474092,281.740,924.342
44.745594347,-93.377415513,281.504,923.569
44.745594347,-93.377356933,281.280,922.836
44.745594347,-93.377298354,281.228,922.665
44.745594347,-93.377239774,281.165,922.457
44.745594347,-93.377181195,281.089,922.208
44.745594347,-93.377122615,280.965,921.800
44.745594347,-93.377064036,280.882,921.530
44.745594347,-93.377005456,280.895,921.570
44.745594347,-93.376946877,280.822,921.333
44.745594347,-93.376888297,280.721,921.002
44.745594347,-93.376829718,280.620,920.669
44.745594347,-93.376771138,280.521,920.346
44.745594347,-93.376712559,280.426,920.031
44.745594347,-93.376653979,280.349,919.781
44.745594347,-93.376595400,280.271,919.525
44.745594347,-93.376536820,280.191,919.261
44.745594347,-93.376478240,280.002,918.642
44.745594347,-93.376419661,279.853,918.153
44.745635407,-93.378411365,282.667,927.385
44.745635407,-93.378352785,282.635,927.280
44.745635407,-93.378294206,282.592,927.139
44.745635407,-93.378235626,282.561,927.036
44.745635407,-93.378177047,282.533,926.946
44.745635407,-93.378118467,282.512,926.876
44.745635407,-93.378059888,282.480,926.772
44.745635407,-93.378001308,282.442,926.649
44.745635407,-93.377942728,282.394,926.490
44.745635407,-93.377884149,282.356,926.364
44.745635407,-93.377825569,282.326,926.265
44.745635407,-93.377766990,282.329,926.277
44.745635407,-93.377708410,282.281,926.119
44.745635407,-93.377649831,282.153,925.697
44.745635407,-93.377591251,282.134,925.636
44.745635407,-93.377532672,282.053,925.370
44.745635407,-93.377474092,281.683,924.158
44.745635407,-93.377415513,281.389,923.192
44.745635407,-93.377356933,281.150,922.408
44.745635407,-93.377298354,281.115,922.292
44.745635407,-93.377239774,281.065,922.130
44.745635407,-93.377181195,281.002,921.922
44.745635407,-93.377122615,280.900,921.588
44.745635407,-93.377064036,280.847,921.414
44.745635407,-93.377005456,280.901,921.592
44.745635407,-93.376946877,280.853,921.434
44.745635407,-93.376888297,280.776,921.181
44.745635407,-93.376829718,280.726,921.017
44.745635407,-93.376771138,280.637,920.724
44.745635407,-93.376712559,280.520,920.342
44.745635407,-93.376653979,280.472,920.185
44.745635407,-93.376595400,280.438,920.072
44.745635407,-93.376536820,280.422,920.019
44.745635407,-93.376478240,280.212,919.332
44.745635407,-93.376419661,280.026,918.721
44.745676467,-93.378411365,282.670,927.395
44.745676467,-93.378352785,282.657,927.353
44.745676467,-93.378294206,282.633,927.273
44.745676467,-93.378235626,282.614,927.212
44.745676467,-93.378177047,282.598,927.159
44.745676467,-93.378118467,282.584,927.114
44.745676467,-93.378059888,282.559,927.031
44.745676467,-93.378001308,282.527,926.925
44.745676467,-93.377942728,282.481,926.774
44.745676467,-93.377884149,282.443,926.650
44.745676467,-93.377825569,282.412,926.549
44.745676467,-93.377766990,282.400,926.508
44.745676467,-93.377708410,282.379,926.440
44.745676467,-93.377649831,282.345,926.328
44.745676467,-93.377591251,282.293,926.158
44.745676467,-93.377532672,282.131,925.625
44.745676467,-93.377474092,281.617,923.941
44.745676467,-93.377415513,281.263,922.778
44.745676467,-93.377356933,281.011,921.951
44.745676467,-93.377298354,280.987,921.873
44.745676467,-93.377239774,280.949,921.750
44.745676467,-93.377181195,280.897,921.579
44.745676467,-93.377122615,280.824,921.339
44.745676467,-93.377064036,280.804,921.273
44.745676467,-93.377005456,280.897,921.578
44.745676467,-93.376946877,280.874,921.503
44.745676467,-93.376888297,280.825,921.340
44.745676467,-93.376829718,280.835,921.375
44.745676467,-93.376771138,280.754,921.110
44.745676467,-93.376712559,280.610,920.636
44.745676467,-93.376653979,280.593,920.582
44.745676467,-93.376595400,280.608,920.631
44.745676467,-93.376536820,280.666,920.819
44.745676467,-93.376478240,280.440,920.079
44.745676467,-93.376419661,280.215,919.339
44.745717527,-93.378411365,282.713,927.536
44.745717527,-93.378352785,282.731,927.595
44.745717527,-93.378294206,282.710,927.527
44.745717527,-93.378235626,282.700,927.493
44.745717527,-93.378177047,282.692,927.467
44.745717527,-93.378118467,282.686,927.447
44.745717527,-93.378059888,282.673,927.403
44.745717527,-93.378001308,282.654,927.341
44.745717527,-93.377942728,282.617,927.223
44.745717527,-93.377884149,282.577,927.092
44.745717527,-93.377825569,282.534,926.950
44.745717527,-93.377766990,282.485,926.787
44.745717527,-93.377708410,282.479,926.767
44.745717527,-93.377649831,282.540,926.970
44.745717527,-93.377591251,282.480,926.771
44.745717527,-93.377532672,282.259,926.047
44.745717527,-93.377474092,281.602,923.892
44.745717527,-93.377415513,281.176,922.492
44.745717527,-93.377356933,280.891,921.558
44.745717527,-93.377298354,280.860,921.457
44.745717527,-93.377239774,280.827,921.350
44.745717527,-93.377181195,280.793,921.237
44.745717527,-93.377122615,280.763,921.140
44.745717527,-93.377064036,280.786,921.215
44.745717527,-93.377005456,280.915,921.638
44.745717527,-93.376946877,280.942,921.726
44.745717527,-93.376888297,280.942,921.726
44.745717527,-93.376829718,280.981,921.853
44.745717527,-93.376771138,280.883,921.533
44.745717527,-93.376712559,280.691,920.904
44.745717527,-93.376653979,280.688,920.893
44.745717527,-93.376595400,280.710,920.965
44.745717527,-93.376536820,280.766,921.147
44.745717527,-93.376478240,280.565,920.490
44.745717527,-93.376419661,280.355,919.801
44.745758587,-93.378411365,282.788,927.782
44.745758587,-93.378352785,282.844,927.967
44.745758587,-93.378294206,282.817,927.876
44.745758587,-93.378235626,282.810,927.856
44.745758587,-93.378177047,282.809,927.850
44.745758587,-93.378118467,282.811,927.856
44.745758587,-93.378059888,282.813,927.865
44.745758587,-93.378001308,282.813,927.865
44.745758587,-93.377942728,282.794,927.800
44.745758587,-93.377884149,282.749,927.654
44.745758587,-93.377825569,282.684,927.442
44.745758587,-93.377766990,282.581,927.102
44.745758587,-93.377708410,282.580,927.099
44.745758587,-93.377649831,282.739,927.620
44.745758587,-93.377591251,282.689,927.456
44.745758587,-93.377532672,282.427,926.599
44.745758587,-93.377474092,281.628,923.976
44.745758587,-93.377415513,281.119,922.306
44.745758587,-93.377356933,280.786,921.214
44.745758587,-93.377298354,280.734,921.042
44.745758587,-93.377239774,280.701,920.935
44.745758587,-93.377181195,280.689,920.896
44.745758587,-93.377122615,280.715,920.980
44.745758587,-93.377064036,280.788,921.220
44.745758587,-93.377005456,280.951,921.755
44.745758587,-93.376946877,281.046,922.068
44.745758587,-93.376888297,281.114,922.289
44.745758587,-93.376829718,281.155,922.426
44.745758587,-93.376771138,281.022,921.987
44.745758587,-93.376712559,280.767,921.150
44.745758587,-93.376653979,280.763,921.138
44.745758587,-93.376595400,280.759,921.124
44.745758587,-93.376536820,280.753,921.107
44.745758587,-93.376478240,280.611,920.640
44.745758587,-93.376419661,280.459,920.142
